Timestamp,Event,Confidence
2026-06-25_12-09-19,FIRE,0.696
2026-06-25_12-09-36,FIRE,0.675
2026-06-25_12-09-45,FIRE,0.808
2026-06-25_12-10-03,FIRE,0.856
2026-06-25_12-10-12,FIRE,0.839
2026-06-25_12-10-31,FIRE,0.725
2026-06-25_12-10-40,FIRE,0.889
2026-06-25_12-10-51,FIRE,0.736
2026-06-25_12-11-03,FIRE,0.816
2026-06-25_12-11-14,FIRE,0.747
2026-06-25_12-11-32,FIRE,0.827
2026-06-25_12-11-43,FIRE,0.912
2026-06-25_12-12-08,FIRE,0.894
2026-06-25_12-12-18,FIRE,0.867
2026-06-25_12-12-46,FIRE,0.794
2026-06-25_12-13-27,FIRE,0.852
2026-06-25_12-13-32,FIRE,0.91
2026-06-25_12-13-42,FIRE,0.876
2026-06-25_12-13-58,FIRE,0.828
2026-06-25_12-14-06,FIRE,0.752
2026-06-25_12-14-18,FIRE,0.779
2026-06-25_12-14-28,FIRE,0.889
2026-06-25_12-14-51,FIRE,0.901
2026-06-25_12-15-05,FIRE,0.844
2026-06-25_12-15-13,FIRE,0.691
2026-06-25_12-15-25,FIRE,0.762
2026-06-25_12-15-41,FIRE,0.766
2026-06-25_12-15-52,FIRE,0.634
2026-06-25_12-15-56,FIRE,0.75
2026-06-25_12-16-03,FIRE,0.874
2026-06-25_12-16-10,FIRE,0.921
2026-06-25_12-16-14,FIRE,0.7
2026-06-25_12-16-18,FIRE,0.887
2026-06-25_12-16-22,FIRE,0.758
2026-06-25_12-16-30,FIRE,0.821
2026-06-25_12-16-35,FIRE,0.851
2026-06-25_12-16-40,FIRE,0.808
2026-06-25_12-16-44,FIRE,0.805
2026-06-25_12-16-53,FIRE,0.63
2026-06-25_12-16-59,FIRE,0.867
2026-06-25_12-17-07,FIRE,0.711
2026-06-25_12-17-12,FIRE,0.756
2026-06-25_12-17-17,FIRE,0.914
2026-06-25_12-17-21,FIRE,0.924
2026-06-25_12-17-25,FIRE,0.773
2026-06-25_12-17-30,FIRE,0.848
2026-06-25_12-17-34,FIRE,0.749
2026-06-25_12-17-38,FIRE,0.88
2026-06-25_12-17-42,FIRE,0.888
2026-06-25_12-17-46,FIRE,0.784
2026-06-25_12-17-50,FIRE,0.703
2026-06-25_12-17-55,FIRE,0.826
2026-06-25_12-17-59,FIRE,0.803
2026-06-25_12-18-03,FIRE,0.767
2026-06-25_12-18-09,FIRE,0.878
2026-06-25_12-18-12,FIRE,0.924
2026-06-25_12-18-16,FIRE,0.842
2026-06-25_12-18-19,FIRE,0.905
2026-06-25_12-18-23,FIRE,0.914
2026-06-25_12-18-27,FIRE,0.939
2026-06-25_12-18-30,FIRE,0.912
2026-06-25_12-18-34,FIRE,0.915
2026-06-25_12-18-38,FIRE,0.821
2026-06-25_12-18-42,FIRE,0.855
2026-06-25_12-18-46,FIRE,0.789
2026-06-25_12-18-50,FIRE,0.864
2026-06-25_12-18-54,FIRE,0.807
2026-06-25_12-18-59,FIRE,0.882
2026-06-25_12-19-03,FIRE,0.74
2026-06-25_12-19-07,FIRE,0.829
2026-06-25_12-19-10,FIRE,0.718
2026-06-25_12-19-14,FIRE,0.833
2026-06-25_12-19-18,FIRE,0.887
2026-06-25_12-19-21,FIRE,0.839
2026-06-25_12-19-25,FIRE,0.771
2026-06-25_12-19-29,FIRE,0.812
2026-06-25_12-19-32,FIRE,0.778
2026-06-25_12-19-36,FIRE,0.911
2026-06-25_12-19-40,FIRE,0.925
2026-06-25_12-19-44,FIRE,0.902
2026-06-25_12-19-47,FIRE,0.912
2026-06-25_12-19-52,FIRE,0.868
2026-06-25_12-19-57,FIRE,0.861
2026-06-25_12-20-02,FIRE,0.936
2026-06-25_12-20-06,FIRE,0.859
2026-06-25_12-20-10,FIRE,0.908
2026-06-25_12-20-13,FIRE,0.921
2026-06-25_12-20-17,FIRE,0.904
2026-06-25_12-20-21,FIRE,0.885
2026-06-25_12-20-24,FIRE,0.918
2026-06-25_12-20-28,FIRE,0.738
2026-06-25_12-20-33,FIRE,0.785
2026-06-25_12-20-37,FIRE,0.844
2026-06-25_12-20-41,FIRE,0.741
2026-06-25_12-20-44,FIRE,0.819
2026-06-25_12-23-01,FIRE,0.794
2026-06-25_12-25-13,FIRE,0.758
2026-06-25_12-26-42,FIRE,0.79
2026-06-25_12-27-44,FIRE,0.807
2026-06-25_12-28-43,FIRE,0.81
2026-06-25_12-29-17,FIRE,0.894
2026-06-25_12-29-32,FIRE,0.933
2026-06-25_12-29-35,FIRE,0.807
2026-06-25_12-29-37,FIRE,0.862
2026-06-25_12-29-41,FIRE,0.777
2026-06-25_12-29-44,FIRE,0.8
2026-06-25_12-29-47,FIRE,0.686
2026-06-25_12-29-50,FIRE,0.823
